ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,currency,funding_entity,page_id,page_name,spend_lower,spend_upper,adlib_id,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper,ad_snapshot_url,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Unknown,Ústí nad Labem Region,Vysočina Region,Zlín Region
2021-04-12,"V ČT24 jsem okomentoval dnešní výměnu ministra zahraničí Petříčka a zahraniční politiku současné vlády, která nehájí zájmy České republiky, ale hájí zájmy Bruselu a Berlína. Dalším tématem rozhovoru je ambice ministra vnitra Hamáčka vést i ministerstvo zahraničí a nový adept na toto místo Lubomír Zaorálek (všichni ČSSD). Souhlasíte se mnou? Napište mi do komentářů. Přeji hezký den",NA,NA,Tomio Okamura v ČT24 o výměně ministra zahraničí a zahraniční politice vlády (12.4.2021).,2021-04-12,2021-04-14,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,452061812689746,10000,14999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=452061812689746&access_token={access_token},NA,0.007934,0.020441,0.041628,0.065895,0.090909,0.091469,NA,0.069442,0.152511,0.163618,0.138137,0.083536,0.070095,NA,NA,0.001213,0.00112,5.6e-4,5.6e-4,9.33e-4,NA,0.094979,0.054421,0.041682,0.048333,0.129824,0.050768,0.048239,0.057981,0.123454,0.053297,0.10444,NA,0.097789,0.042994,0.051798
2021-04-12,"Před chvílí jsem vystoupil v TV CNN Prima na téma zahraniční politiky současné vlády, dnešní výměny ministra zahraničí Petříčka, ambici ministra vnitra Hamáčka vést i ministerstvo zahraničí a nový adept na toto místo Lubomír Zaorálek (všichni ČSSD). Souhlasíte se mnou? Napište mi do komentářů. Přeji hezký den",NA,NA,Tomio Okamura v TV CNN Prima o zahraniční politice vlády a výměně ministra zahraničí (12.4.2021),2021-04-12,2021-04-14,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,312179986917702,15000,19999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=312179986917702&access_token={access_token},NA,0.002688,0.009196,0.036217,0.086794,0.126406,0.092594,NA,0.01924,0.074202,0.167928,0.182005,0.123364,0.076466,NA,7.1e-5,4.95e-4,5.66e-4,7.78e-4,3.54e-4,6.37e-4,NA,0.087908,0.049268,0.044975,0.052365,0.140766,0.058488,0.045397,0.052294,0.105926,0.053702,0.107897,NA,0.108178,0.036951,0.055884
2021-04-12,"EU vyvíjí tlak na Srbsko, aby se zbavilo své suverenity, jelikož v Srbsku klesá podpora vstupu země do EU. Více v mém aktuálním rozhovoru s europoslanecem SPD MUDr. Ivanem Davidem.",NA,NA,"Tomio Okamura: Ivan David (SPD) - EU vyvíjí tlak na Srbsko, aby se zbavilo své suverenity",2021-04-12,2021-04-14,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,2937197626525261,20000,24999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=2937197626525261&access_token={access_token},0.004231,0.002768,0.006894,0.025071,0.051812,0.096626,0.115011,0.017027,0.030346,0.065497,0.125875,0.155333,0.146715,0.153661,5.2e-5,NA,2.09e-4,8.88e-4,5.22e-4,8.36e-4,6.27e-4,NA,0.081978,0.052377,0.036213,0.044558,0.130104,0.066915,0.050331,0.056471,0.100504,0.055526,0.123806,NA,0.095938,0.045765,0.059515
2021-04-12,"Za členství v těchto nesmyslných organizacích vyhazuje Babišova vláda miliardy. ČR je členem více než 500 mezinárodních organizací, které nás ročně stojí 4,5 miliardy korun... Více v reportáži.",NA,NA,Za členství v těchto nesmyslných organizacích vláda vyhazuje miliardy,2021-04-12,2021-04-14,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,500,599,554488002184936,15000,19999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=554488002184936&access_token={access_token},7.75e-4,0.001901,0.004858,0.018166,0.04774,0.08358,0.095902,0.014364,0.038304,0.085903,0.152302,0.173849,0.140544,0.139065,NA,2.11e-4,4.93e-4,4.22e-4,7.04e-4,4.93e-4,4.22e-4,NA,0.087203,0.049441,0.033986,0.04965,0.14049,0.067063,0.044965,0.04972,0.093916,0.054755,0.12986,NA,0.097203,0.042727,0.059021
2021-04-11,"Řecko požaduje po Německu, aby mu zaplatilo reparace za škody způsobené během druhé světové války. Řecká parlamentní komise odhadla výši válečných škod způsobených Německem na nejméně 289 miliard eur (7,62 bilionu korun). České republice Německo dluží za reparace až 15 bilionů (patnáct tisíc miliard korun) a hnutí SPD prosazuje, aby to česká vláda vymáhala. 

Samo Ministerstvo zahraničí ČR přiznalo, že nároky na reparace existují ve výši 306 mld. Kčs, vyjádřeno v dobové měně, přičemž Československu bylo ze strany Německa vyplaceno pouhých 230,1 mil. Kčs.
 
„Německu bylo na konferenci v Paříži v prosinci 1945 uloženo vyplatit ČSR, jako signatářskému státu pařížské Dohody o reparacích od Německa, válečné reparace. Dohoda počítala s tím, že cituji: ´Každá signatární vláda zadrží způsobem podle své volby německé nepřátelské majetky nalézající se na území podrobeném její pravomoci, nebo jimi bude disponovati tak, aby se nemohly znovu státi německým majetkem nebo nemohly upadnouti znovu pod německou kontrolu, a odečte tyto majetky od svého podílu na reparacích.´ Výše československých reparačních nároků činila 306 mld. Kčs, vyjádřeno v dobové měně. ČSR bylo ze strany Německa vyplaceno 230,1 mil. Kč,“ zní vyjádření ministerstva zahraničí.
 
Podle konzervativních odhadů hnutí SPD (na základě porovnání průměrných mezd tehdy a dnes) nám k dnešku Německo dluží 10 až 15 tisíc miliard korun. Čili se může jednat o více než deset státních rozpočtů České republiky.
 
Premiér Andrej Babiš z hnutí ANO vymáhání reparací, na které má naše země nárok, odmítá. „Případné rozhodnutí vymáhat válečné reparace bychom nepovažovali za šťastné, protože by mohlo dojít k výraznému narušení klimatu vzájemné důvěry v Evropě,” uvedl mimo jiné Babiš.
 
Nároky naší republiky dosvědčuje rovněž profesor Právnické fakulty Univerzity Karlovy Jan Kuklík. „V roce 1945 došlo jen k předběžnému vyjádření Německem způsobených škod. Československo tak na pařížské reparační konferenci uplatnilo pouze 11 583,5 milionu USD (v hodnotě k roku 1938). Dodatečně byla celková výše československých nároků na reparace vyčíslena na 19 471,6 milionu USD. Celkem však bylo Československu od Mezispojeneckého reparačního úřadu v Bruselu (IARA) a přímými restitucemi československého majetku skutečně uhrazeno jen 91.3 milionu USD,“ napsal profesor Kuklík.
 
Pokud někdo tvrdí, že reparace jsou chiméra, tak připomeňme, že Německo splatilo poslední část reparací z první světové války v roce 2010 a to dokonce skupině soukromých finančníků, kteří pohledávky skoupili. Je vidět, že když se chce, tak to jde.
 
Též připomeňme, že Západní Německo vyplatilo Izraeli od roku 1952 v následujících čtrnácti letech sumu čítající 3 miliard marek; 450 milionů marek bylo dále zaplaceno Světovému židovskému kongresu. Německo tak platilo Izraeli jakožto dědici obětí, jejichž rodiny nepřežily. Peníze byly investovány do izraelské infrastruktury a sehrály významnou roli v založení ekonomiky nového státu. Samotné reparace se staly rozhodující součástí příjmů izraelského státního rozpočtu (například v roce 1956 tvořily 87,5 % příjmové části rozpočtu).
 
Hnutí SPD bude nadále prosazovat, aby nám Německo zaplatilo to, co nám po právu patří.",NA,NA,NA,2021-04-12,2021-04-13,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,927519517787833,2000,2999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=927519517787833&access_token={access_token},NA,0.016216,0.033907,0.050614,0.073219,0.0914,0.061425,NA,0.103194,0.161179,0.149877,0.121376,0.067322,0.068305,NA,4.91e-4,4.91e-4,9.83e-4,NA,NA,NA,NA,0.103093,0.051055,0.040255,0.047128,0.124202,0.073638,0.039764,0.054492,0.103584,0.05891,0.106529,NA,0.09082,0.043692,0.062838
2021-04-11,"Dnešní průzkum agentury Kantar pro ČT - hnutí SPD posiluje a má volební preference 12%. Do Sněmovny by se dostalo pět politických subjektů. Ať průzkumům věříme nebo ne, tak Vám moc děkuji za podporu SPD a slibuji, že budeme nadále ze všech sil prosazovat náš politický program!

A nově vzniklé předvolební koalice Pirátů-STAN a SPOLU (ODS, KDU-ČSL a TOP09) představily svůj volební program pro klíčové říjnové volby do Sněmovny a tak je již zcela jasno v otázkách přijímání migrantů do ČR a přijetí eura v ČR. Koalice Pirátů a STAN (Starostové a nezávislí) bude prosazovat přijímání migrantů a potvrdila, že prosazují přijetí eura v ČR. Předseda Pirátů a lídr této koalice Ivan Bartoš se dokonce veřejně účastní akcí na podporu migrantů do ČR a fotografuje se před transparentem „Migranti vítejte“. A to samé prosazuje i další nově vniklá volební koalice ODS, KDU-ČSL a TOP09, která jde také společně do voleb jako jeden subjekt. Poslanec TOP09 Dominik Feriřekl:„Máme na to, abychom přijali čtyři tisíce uprchlíků“. K přijímání islámských migrantů do ČR opakovaně vyzývá se souhlasem vedení strany také poslankyně KDU-ČSL Michaela Šojdrová. A minulý měsíc řekl Miroslav Kalousek (TOP09): „Naše koalice přispěje k zavedení eura.“ ODS s programem svým nových koaličních partnerů souhlasí. 

Také Andrej Babiš z hnutí ANO prosazuje přijetí eura a europoslanci hnutí ANO hlasují v Evropském parlamentu aktivně pro přijímání migrantů z Afriky. A přímo vláda hnutí ANO, ČSSD a KSČM v čele s premiérem Babišem financuje v ČR politické neziskovky, které otevřeně podporují migraci do ČR (např. Organizaci na pomoc uprchlíkům), a výstavbu migračních center. K euru řekl nedávno premiér Babiš: “Česko vstoupí do eurozóny až po reformě EU”, aniž by upřesnil, co má konkrétně na mysli tou “reformou EU”. 

A Robert Šlachta v rozhovoru pro Seznamzpravy 27.1.2021: 

Otázka novináře: Jaký bude vztah Přísahy k Evropské unii?

Odpověď Šlachty: Žádné referendum o vystupování, žádný czexit.

Přijetí eura i přijímání migrantů prosazuje dlouhodobě také ČSSD. A jejich předseda Jan Hamáček dokonce aktivně z pozice ministra vnitra perzekvuje odpůrce migrace a islamizace. ""Islám už v minulosti prokázal a prokazuje nadále, že má nezastupitelnou a nevyčíslitelnou roli ve vývoji lidské společnosti”, řekl přímo veřejně Jan Hamáček. 

Ukazuje se, že pakliže zvítězí výše uvedené strany, tak zcela reálně hrozí přijímání migrantů a přijetí eura v ČR v příštím volebním období. A opakovaně se potvrzuje, že hnutí SPD je jedinou parlamentní stranou, která je programově PROTI přijímání migrantů a eura v ČR, protože to není pro naši republiku a pro naše občany výhodné. A připomínám, že SPD navrhlo ve Sněmovně již 14x referendum o vystoupení ČR z EU, aby sami naši občané mohli rozhodnout o své budoucnosti ve své zemi. Ostatní strany nás ale pokaždé přehlasovali. Podpořte prosím SPD ve volbách, ať je náš hlas ve Sněmovně co nejsilnější, abychom mohli zabránit přijímání migrantů a eura v ČR.

V této souvislosti si vzpomínám na nedávné vyjádření Václava Klause ml. z Trikolóry, který řekl, že vystoupení z EU je dětinské a zopakoval tak slova svého otce. Trikolóra odmítá referendum a chtějí zrušit minimální mzdu, což způsobí příliv levných zahraničních dělníků a migrantů do naší republiky. Trikolóra také ve Sněmovně nehlasovala pro návrh SPD na zpřísnění trestů za týrání zvířat. 

Pojďme společně s SPD zatáhnout za jeden provaz! Vyzývám menší vlastenecké či euroskeptické strany, aby netříštily síly, a podpořili největší vlasteneckou stranu, kterou je SPD. Tak máme jedinou šanci uspět nad probruselskými stranami. Je potřeba zahodit osobní ambice a politikaření. V letošních volbách do Sněmovny v říjnu půjde totiž doslova o zachování svobody a existence naší republiky. Jakýkoli propadlý hlas pro strany, které nemají šanci překročit 5% hranici volitelnosti, znamená v důsledku posílení hlasů pro koalice Pirátů a ODS. Správnou cestu všem vlastencům ukázal vloni Jaroslav Foldyna, který se stal členem SPD a posílil naše řady na 19 poslanců. Vlastenci táhnou za jeden provaz! Pojďte i vy s námi!

Hnutí SPD je jedinou vlasteneckou stranou v České republice, která prosazuje politický program také na evropské úrovni spolu s nejsilnějšími evropskými vlasteneckými stranami a tvoříme s nimi i společnou frakci v Evropském parlamentu. Spolu s francouzským Národním shromážděním (Rassemblement National) Marine Le Penové a SPD jsou členy naší vlastenecké frakce Identita a demokracie (ID) například italská Lega Mattea Salviniho nebo holandská Strana pro svobodu Geerta Wilderse. Podpořte prosím SPD ve volbách, ať netříštíme hlasy, a ať je hlas vlastenců v České republice i v Evropě co nejsilnější! Děkuju! Vlastenci volí SPD. Česká republika na 1. místě! 👍❤🇨🇿🇨🇿🇨🇿",NA,NA,NA,2021-04-12,2021-04-13,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,157753879576867,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=157753879576867&access_token={access_token},NA,0.003171,0.005814,0.018763,0.051004,0.093288,0.128964,NA,0.062104,0.051004,0.108879,0.176533,0.161469,0.135042,NA,7.93e-4,5.29e-4,NA,0.001057,0.001057,5.29e-4,NA,0.098212,0.050707,0.031225,0.050974,0.125701,0.071791,0.044569,0.052575,0.104617,0.052842,0.114492,NA,0.110222,0.0411,0.050974
2021-04-11,A co Vy? :-),NA,NA,NA,2021-04-11,2021-04-13,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,199752738332772,6000,6999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=199752738332772&access_token={access_token},NA,0.005978,0.010991,0.03413,0.077902,0.121867,0.124759,NA,0.07231,0.077324,0.110297,0.145391,0.117432,0.101234,NA,NA,NA,1.93e-4,NA,1.93e-4,NA,NA,0.09824,0.04912,0.037517,0.053568,0.133243,0.064398,0.052214000000000003,0.051827,0.093599,0.056082,0.110037,NA,0.105009,0.044866,0.05028
2021-04-11,"Moudrá slova! Braňme dědictví předků, braňme náš národ! Česká republika na 1. místě! 👍❤🇨🇿🇨🇿🇨🇿",NA,NA,NA,2021-04-12,2021-04-13,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,171912538124237,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=171912538124237&access_token={access_token},0.008451,0.030047,0.028169,0.047418,0.085446,0.113146,0.092488,0.013146,0.077465,0.10939,0.110798,0.118779,0.09061,0.070423,NA,4.69e-4,0.001408,9.39e-4,NA,0.001408,NA,NA,0.084514,0.035883,0.03305,0.038716,0.147309,0.089707,0.042493,0.053824,0.098206,0.065628,0.131256,NA,0.077904,0.038244,0.063267
2021-04-11,"Poslanci ANO, Pirátů, ČSSD, KSČM, KDU-ČSL, TOP 09 a STAN ve středu 3. března fakticky prosadili takzvané eurodluhopisy. Tedy, že Brusel zadluží i české občany ve výši 750 miliard eur (téměř 20 bilionů korun)! Evropská unie chce navíc zavádět nové daně, které bude přímo vybírat a budou jejím vlastním zdrojem. To je další krok k vytvoření jednoho centralizovaného státu s vlastními daněmi a vlastním nezávislým rozpočtem. Toto bohužel podpořil na summitu EU i premiér Andrej Babiš. Hnutí SPD odmítá, aby Evropská unie vybírala daně a aby zadlužovala naše občany. Peníze patří českým občanům. Ukazuje se, že EU nepomáhá, ale škodí. Čím dříve se z ní dostaneme, tím lépe!

Dluh se má splatit až za 37 let. Připomínám, že poslanci Trikolory Václav Klaus ml. a Tereza Hyťhová se na hlasování vykašlali stejně jako poslanci Lubomír Volný a Marian Bojko, tedy ti, kteří prohlašují, jací jsou vlastenci i jak hájí národní zájmy. Tito poslanci se hlasování nezúčastnili. 
https://www.psp.cz/sqw/hlasy.sqw?G=75531 

Je jim jedno, že se enormně zadluží čeští občané a že se posiluje moc unijní diktatury? Čeští občané budou splácet dluhy krachujících států eurozóny jako Itálie a Řecko, kde mají mnohem vyšší platy a důchody než u nás! Toto schválil Andrej Babiš a poslanci ANO, Piráti, ČSSD, KSČM, KDU-ČSL, TOP 09 a STAN.  

Co je podstatou tohoto plánu? Elity EU si budou půjčovat peníze, které budou rozdělovat a členské země za ně budou ručit. Evropská unie zavede několik celoevropských daní. Je to o tom, že budeme muset dotovat krachující státy eurozóny. Brusel chce za naše peníze zachránit eurozónu, ze které by Řecko, Itálie, Španělsko či dokonce i Francie jinak mohly vystoupit. Budeme ručit za výdaje, které budou řídit jiní. 

Odmítáme dluhovou unii. Odmítáme platit globalistickým lichvářům za dluhy krachujících států eurozóny. Hnutí SPD avizuje, že pokud bude mít SPD vládní odpovědnost, České republika odmítne tyto dluhy platit a Brusel v naší zemi daně vybírat nebude! Ani korunu globalistických lichvářům! Ani korunu Bruselu! Hnutí SPD také podnikne veškeré kroky k našemu vystoupení z EU. 

EU se kvůli fondu o objemu 750 miliard eur (téměř 20 bilionů korun) chystá zadlužit na finančních trzích a dluh splácet do půlky století. Jako první by v příštím roce chtěli zavést poplatek z nerecyklovaných plastů, později uhlíkové clo či digitální daň.

Europoslanci navíc navrhli, aby již od ledna mířila do společných fondů kromě poplatku za plasty také část peněz, které mají členské země z prodeje emisních povolenek. Za dva roky by podle nich měla unie schválit uhlíkové clo a digitální daň, o rok později pak poplatek z finančních transakcí. V roce 2026 by pak sérii nových zdrojů mělo uzavřít schválení nové daně pro firmy.

Pro Itálii, Řecko, Španělsko a další státy by bylo lepší, kdyby euro opustily. Bude to bolet, ale nemá smysl zachraňovat projekt, který nemůže fungovat. EU totálně selhala a nezaslouží si už ani korunu navíc. Musíme z EU odejít, nebo nás zničí!

Podobná zhovadilost a zrůdnost je Green Deal Evropské unie, který premiér Babiš také podpořil.  Evropská komise dle dokumentu vlády Ochrana klimatu ČR předpokládá, že náklady dosažení uhlíkové neutrality v ČR budou až dvojnásobné ve srovnání se starými členskými státy EU a odhaduje je až na stovky miliard korun ročně po dobu minimálně 20 let. K tomu se v Bruselu zavázal premiér Babiš…Zelený úděl, který bude stát Evropskou unii biliony eur a naší zemi biliony korun po koronavirové krizi může zasadit smrtelnou ránu naší ekonomice. 

Hnutí SPD odmítá, aby Evropská unie vybírala daně a aby zadlužovala naše občany. Peníze patří českým občanům. Ukazuje se, že EU nepomáhá, ale škodí. Čím dříve se z ní dostaneme, tím lépe! ANO, Piráti, ČSSD, KSČM, KDU-ČSL, TOP 09 a STAN kolaborují s diktátem Bruselu.",NA,NA,NA,2021-04-12,2021-04-13,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,1871241713051514,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=1871241713051514&access_token={access_token},0.002259,0.010449,0.01412,0.038972,0.063824,0.096018,0.113245,0.018074,0.075685,0.087828,0.124259,0.143745,0.110703,0.097713,NA,NA,5.65e-4,8.47e-4,8.47e-4,5.65e-4,2.82e-4,NA,0.113117,0.059520000000000003,0.046827,0.055853,0.108604,0.047109,0.052186,0.073343,0.111425,0.049929,0.081805,NA,0.123836,0.034697,0.041749
2021-04-11,"Další šílenost Bruselu. Evropská unie přichází fakticky se společnou integrační imigrační politikou. Pod záminkou snahy integrovat imigranty ze zemí mimo EU se bude unie fakticky pokoušet mluvit státům do záležitostí spadající do jejich suverenity ve věci integrace cizinců a imigrantů a bude na to poskytovat peníze, což je podle mě nepřímá korupce a nástroj, jak přimět státy, aby přistoupily na multikulturní model integrace prosazovaný Bruselem. Podle postoje hnutí SPD má stát hájit a chránit zájmy a práva především svých vlastních občanů a ti mají být upřednostňováni před cizinci. EU nám do toho nemá co mluvit! EU prosazuje opačný postoj a chce bojovat proti tzv. „diskriminaci“ cizinců a imigrantů. EU nepomáhá, ale škodí. Čím dříve se z ní dostaneme, tím lépe!

Evropská komise nabízí unijním zemím finanční podporu z unijních fondů, aby se více snažily poskytovat lidem s mimoevropskými kořeny „rovný přístup ke vzdělání, zaměstnání, bydlení a lékařské péči“. „Migranti tu žijí s námi, patří mezi nás, není to dělení na ´my a oni´,“ řekla eurokomisařka pro vnitřní věci Ylva Johanssonová. Tím demaskovala multikulturní postoj EU. Podle postoje hnutí SPD má stát hájit a chránit zájmy a práva především svých vlastních občanů a ti mají být upřednostňováni před cizinci.

Máme jasný důkaz, že Evropská unie už naprosto otevřeně podporuje masovou imigraci a že říká, že EU potřebuje více imigrantů. Uvedla to eurokomisařka Ylva Johansson, která má na starosti otázky migrace. „Neměli bychom mít méně migrantů, neměli bychom brát odpovědnost za přijímání méně uprchlíků. Ale měli bychom usilovat o to, abychom měli legální cesty pro více migrantů a pro více uprchlíků…Migrace je normální,“ řekla Ylva Johansson. Vidíme, že EU nepomáhá, ale škodí. Musíme z ní vystoupit, aby nás nezničila masovou imigrací.

„Migrace tu vždy byla a vždy tu bude. Migrace je součástí toho, co učinilo to, že náš kontinent prosperuje. Minulý rok jsme měli více než tři miliony migrantů, kteří dostali povolení k pobytu v Evropské unii. Více než milion sem přišlo pracovat. Vloni se téměř 700 tisíc imigrantů stalo občany Evropské unie. Do Evropské unie máme velkou imigraci a potřebujeme ji…Potřebujeme migranty,“ dodala Ylva Johansson.

„Plán má být součástí Evropského pilíře sociálních práv a je úzce provázán s dalšími akčními plány a strategiemi, které unijní exekutiva v posledních měsících představila, jako je akční plán proti rasismu, strategie pro genderovou rovnost nebo plán proti diskriminaci LGBTQ+ komunity,“ informoval server Euractiv.

Podle postoje hnutí SPD má stát hájit a chránit práva a zájmy především svých vlastních občanů a ti mají být upřednostňováni před cizinci. EU nám do toho nemá co mluvit! EU prosazuje opačný postoj a chce bojovat proti tzv. „diskriminaci“ cizinců a imigrantů. EU nepomáhá, ale škodí. Čím dříve se z ní dostaneme, tím lépe!",NA,NA,NA,2021-04-11,2021-04-12,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,5706751052699131,7000,7999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=5706751052699131&access_token={access_token},0.003555,0.004491,0.007672,0.021707,0.056512,0.104603,0.105726,0.039671,0.067927,0.05015,0.099177,0.179266,0.143338,0.112463,1.87e-4,NA,5.61e-4,9.36e-4,7.49e-4,3.74e-4,9.36e-4,NA,0.091386,0.046629,0.031273,0.044944,0.144569,0.07603,0.046255,0.053745,0.098127,0.055431,0.109925,NA,0.097004,0.040449,0.064232
2021-04-10,"Děti do škol! Bojujme s virem, ne s lidmi!",NA,NA,NA,2021-04-11,2021-04-12,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,468601927895753,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=468601927895753&access_token={access_token},NA,0.023342,0.030186,0.051071,0.08424,0.091611,0.05265,NA,0.171464,0.173394,0.120569,0.097754,0.056862,0.044402,NA,3.51e-4,5.27e-4,5.27e-4,3.51e-4,3.51e-4,3.51e-4,NA,0.069478,0.036577,0.028001,0.036577,0.177459,0.09188,0.039552,0.036752,0.076304,0.055828,0.140532,NA,0.082254,0.042352,0.086454
2021-04-10,"Vláda ANO, ČSSD s podporou KSČM dále extrémně zadlužuje naše občany. Státní dluh by měl letos překonat hranici 2,5 bilionu korun a v roce 2023 dokonce tří bilionů korun! Během let 2021 až 2023 by tak měl stoupnout zhruba o jeden bilion korun. V poměru k HDP by tak měl dluh stoupnout z loňských 36,5 procenta na 47,5 procenta v roce 2023. Příští rok nebude podle vyjádření ministryně financí Aleny Schillerové (za ANO) schodek státního rozpočtu pod 300 miliardami korun. 

Vláda, která vzejde z podzimních sněmovních voleb, se tak prý v žádném případě neobejde bez zvyšování daní. To je pro SPD zcela nepřijatelné! Daně se platit musí, ale jsme jednou ze zemí, kde je daňové zatížení pracujících občanů jedním z nejvyšších v rámci zemí Organizace pro hospodářskou spolupráci a rozvoj (OECD), ale platy oproti západu máme naopak třetinové. 

Je potřeba hledat příjmy státního rozpočtu nikoliv zadlužováním dalších generací, ale ve snížení zbytných výdajů státu a byrokracie na všech úrovních, zdaněním dividend nadnárodních koncernů, zrušením plateb politickým neziskovkám, ukončením předražených zahraničních armádních nákupů a ukončit systém výplat neadresných sociálních dávek nepřizpůsobivým.",NA,NA,NA,2021-04-11,2021-04-12,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,164008395603671,1000,1999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=164008395603671&access_token={access_token},NA,0.023164,0.027684,0.053672,0.088701,0.092655,0.078531,NA,0.083051,0.109605,0.147458,0.149153,0.074576,0.067797,NA,5.65e-4,5.65e-4,0.00113,5.65e-4,0.00113,NA,NA,0.125424,0.070621,0.038418,0.061582,0.075141,0.044633,0.068362,0.067232,0.133898,0.038418,0.082486,NA,0.112994,0.046893,0.033898
2021-04-10,"Potvrdilo se, že největší podporovatelé zneužívání sociálních dávek nepřizpůsobivými jsou Piráti. Neustále ve Sněmovně kritizují návrh zákona SPD o ukončení zneužívání dávek tzv. nepřizpůsobivými. Nejaktivnější je v tomto ohledu místopředsedkyně Pirátů Richterová, která se otevřeně staví na stranu nepřizpůsobivých a zneužívání dávek. 

Tuto novelu zákona podalo hnutí SPD s cílem zabránění zneužívání některých z mnoha forem dávek. Současná zákonná úprava totiž umožňuje v mnoha ohledech netransparentní a účelové chování a jednání příjemců dávek a žadatelů o ně. A právě podvodným jednáním chce námi navrhovaná novela zabránit, protože se tohoto nezákonného jednání dopouští převážně osoby, které by neměly za standardního posuzování na tyto sociální dávky nárok. Vše se tak děje na úkor slušných občanů, kteří si výplatu sociálních dávek zaslouží. 

V rámci projednávání této naší novely zákona tak jasně ostatní politické subjekty zastoupené v dolní komoře parlamentu vysílají občanům signál, jak na tuto oblast nahlížejí. Nám jde především o to, aby se zamezilo podvodnému a spekulativnímu jednání v souvislosti s čerpáním dávek nebo v rámci žádostí o tyto dávky. Též by mělo dojít k velké úspoře veřejných prostředků a k posílení příslušných kontrolních a sankčních mechanismů.

V hnutí SPD prosazujeme zásadu, že státem vyplácené peníze musí směřovat slušným a pracujícím občanům a v žádném případě k těm, kteří například parazitují na nelegálně vyplácených sociálních dávkách. Máte-li shodný názor, podpořte naše kandidáty v nadcházejících parlamentních volbách, které proběhnou v říjnu tohoto roku.",NA,NA,NA,2021-04-11,2021-04-12,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,786965958882154,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=786965958882154&access_token={access_token},NA,0.0384,0.0376,0.0432,0.0724,0.0692,0.064,NA,0.1588,0.1764,0.1196,0.1052,0.0576,0.0544,NA,8e-4,4e-4,0.0012,4e-4,4e-4,NA,NA,0.126851,0.070028000000000007,0.047219,0.067627,0.080032,0.035614,0.054422,0.062425,0.133253,0.068027,0.057623,NA,0.128852,0.038816,0.029212
